id,detected_object,timestamp,weather,temperature_celsius,holiday,location
58,glass,2025-01-09 00:34:31,misty,5,0,suburbs
59,plastic,2025-01-09 19:06:25,misty,5,0,suburbs
60,paper,2025-01-09 19:06:33,misty,5,0,suburbs
61,organic,2025-01-09 05:38:15,misty,5,0,suburbs
62,plastic,2025-01-10 08:55:25,cloudy,2,0,suburbs
63,organic,2025-01-10 17:50:59,cloudy,2,0,suburbs
64,plastic,2025-01-10 03:12:04,cloudy,2,0,suburbs
65,plastic,2025-01-10 08:14:19,cloudy,2,0,suburbs
66,paper,2025-01-10 21:11:03,cloudy,2,0,suburbs
67,organic,2025-01-10 03:34:29,cloudy,2,0,suburbs
68,plastic,2025-01-10 20:10:45,cloudy,2,0,suburbs
69,plastic,2025-01-10 10:12:58,cloudy,2,0,suburbs
70,plastic,2025-01-11 09:14:16,cloudy,5,0,suburbs
71,plastic,2025-01-11 14:16:30,cloudy,5,0,suburbs
72,paper,2025-01-11 18:47:37,cloudy,5,0,suburbs
73,plastic,2025-01-11 15:58:37,cloudy,5,0,suburbs
74,organic,2025-01-11 17:59:35,cloudy,5,0,suburbs
75,plastic,2025-01-11 07:21:23,cloudy,5,0,suburbs
76,plastic,2025-01-11 19:06:58,cloudy,5,0,suburbs
77,plastic,2025-01-11 16:41:35,cloudy,5,0,suburbs
78,plastic,2025-01-11 16:41:33,cloudy,5,0,suburbs
79,paper,2025-01-11 10:35:22,cloudy,5,0,suburbs
80,glass,2025-01-12 11:51:34,rainy,3,0,suburbs
81,plastic,2025-01-12 04:48:30,rainy,3,0,suburbs
82,metal,2025-01-12 15:01:02,rainy,3,0,suburbs
83,plastic,2025-01-12 06:40:33,rainy,3,0,suburbs
84,plastic,2025-01-12 04:53:16,rainy,3,0,suburbs
85,plastic,2025-01-13 18:24:10,rainy,4,0,suburbs
86,paper,2025-01-13 15:27:32,rainy,4,0,suburbs
87,plastic,2025-01-13 10:31:13,rainy,4,0,suburbs
88,plastic,2025-01-14 09:04:46,misty,3,0,suburbs
89,plastic,2025-01-14 13:24:54,misty,3,0,suburbs
90,plastic,2025-01-14 04:15:16,misty,3,0,suburbs
91,paper,2025-01-14 07:32:32,misty,3,0,suburbs
92,metal,2025-01-14 17:08:39,misty,3,0,suburbs
93,plastic,2025-01-14 06:26:07,misty,3,0,suburbs
94,paper,2025-01-15 23:48:49,stormy,2,0,suburbs
95,paper,2025-01-16 19:58:41,cloudy,8,0,suburbs
96,plastic,2025-01-16 12:05:01,cloudy,8,0,suburbs
97,paper,2025-01-16 14:48:48,cloudy,8,0,suburbs
98,plastic,2025-01-16 15:55:12,cloudy,8,0,suburbs
99,paper,2025-01-16 01:05:17,cloudy,8,0,suburbs
100,organic,2025-01-16 12:26:47,cloudy,8,0,suburbs
101,plastic,2025-01-16 22:13:37,cloudy,8,0,suburbs
102,metal,2025-01-16 21:16:44,cloudy,8,0,suburbs
103,plastic,2025-01-16 19:17:01,cloudy,8,0,suburbs
104,glass,2025-01-16 18:20:37,cloudy,8,0,suburbs
105,plastic,2025-01-16 16:43:42,cloudy,8,0,suburbs
106,paper,2025-01-17 00:12:30,rainy,2,0,suburbs
107,paper,2025-01-17 05:02:06,rainy,2,0,suburbs
108,paper,2025-01-17 01:32:25,rainy,2,0,suburbs
109,paper,2025-01-18 15:52:20,stormy,7,0,suburbs
110,plastic,2025-01-18 05:39:45,stormy,7,0,suburbs
111,organic,2025-01-18 23:56:09,stormy,7,0,suburbs
112,paper,2025-01-18 05:55:24,stormy,7,0,suburbs
113,paper,2025-01-18 22:47:41,stormy,7,0,suburbs
114,organic,2025-01-18 15:59:45,stormy,7,0,suburbs
115,paper,2025-01-19 11:48:23,snowy,5,0,suburbs
116,paper,2025-01-19 22:16:53,snowy,5,0,suburbs
117,plastic,2025-01-20 20:45:33,stormy,3,0,suburbs
118,paper,2025-01-21 12:16:56,cloudy,2,0,suburbs
119,paper,2025-01-21 07:05:03,cloudy,2,0,suburbs
120,glass,2025-01-21 18:31:29,cloudy,2,0,suburbs
121,glass,2025-01-21 16:10:51,cloudy,2,0,suburbs
122,plastic,2025-01-21 18:48:23,cloudy,2,0,suburbs
123,plastic,2025-01-21 13:08:25,cloudy,2,0,suburbs
124,plastic,2025-01-21 11:50:17,cloudy,2,0,suburbs
125,paper,2025-01-21 00:53:21,cloudy,2,0,suburbs
126,paper,2025-01-22 03:24:43,snowy,0,0,suburbs
127,plastic,2025-01-23 20:47:24,cloudy,3,0,suburbs
128,plastic,2025-01-23 11:10:26,cloudy,3,0,suburbs
129,paper,2025-01-23 12:22:24,cloudy,3,0,suburbs
130,metal,2025-01-23 00:32:34,cloudy,3,0,suburbs
131,plastic,2025-01-23 11:31:13,cloudy,3,0,suburbs
132,metal,2025-01-23 13:37:49,cloudy,3,0,suburbs
133,plastic,2025-01-23 03:25:00,cloudy,3,0,suburbs
134,plastic,2025-01-23 12:47:31,cloudy,3,0,suburbs
135,metal,2025-01-24 08:29:52,cloudy,4,0,suburbs
136,paper,2025-01-24 11:05:20,cloudy,4,0,suburbs
137,organic,2025-01-24 06:59:26,cloudy,4,0,suburbs
138,plastic,2025-01-24 12:21:13,cloudy,4,0,suburbs
139,metal,2025-01-24 00:29:17,cloudy,4,0,suburbs
140,organic,2025-01-24 08:26:39,cloudy,4,0,suburbs
141,paper,2025-01-24 05:00:30,cloudy,4,0,suburbs
142,paper,2025-01-24 10:15:34,cloudy,4,0,suburbs
143,glass,2025-01-25 12:04:02,snowy,5,0,suburbs
144,plastic,2025-01-25 01:22:45,snowy,5,0,suburbs
145,plastic,2025-01-26 04:49:24,cloudy,3,0,suburbs
146,organic,2025-01-26 00:29:22,cloudy,3,0,suburbs
147,plastic,2025-01-26 11:11:06,cloudy,3,0,suburbs
148,plastic,2025-01-26 17:01:13,cloudy,3,0,suburbs
149,plastic,2025-01-26 23:00:23,cloudy,3,0,suburbs
150,plastic,2025-01-26 20:45:49,cloudy,3,0,suburbs
151,organic,2025-01-26 19:02:04,cloudy,3,0,suburbs
152,plastic,2025-01-26 07:53:25,cloudy,3,0,suburbs
153,plastic,2025-01-26 03:13:24,cloudy,3,0,suburbs
154,plastic,2025-01-26 13:11:44,cloudy,3,0,suburbs
155,plastic,2025-01-27 08:54:24,misty,3,0,suburbs
156,plastic,2025-01-27 21:27:40,misty,3,0,suburbs
157,organic,2025-01-27 09:40:29,misty,3,0,suburbs
158,metal,2025-01-27 10:06:22,misty,3,0,suburbs
159,metal,2025-01-27 09:19:38,misty,3,0,suburbs
160,organic,2025-01-27 00:45:58,misty,3,0,suburbs
161,plastic,2025-01-28 13:16:28,snowy,5,0,suburbs
162,paper,2025-01-29 17:08:11,snowy,6,0,suburbs
163,organic,2025-01-29 12:53:38,snowy,6,0,suburbs
164,metal,2025-01-29 03:53:46,snowy,6,0,suburbs
165,plastic,2025-01-30 06:29:36,rainy,0,0,suburbs
166,plastic,2025-01-30 20:24:58,rainy,0,0,suburbs
167,paper,2025-01-30 11:51:01,rainy,0,0,suburbs
168,plastic,2025-01-31 11:14:10,sunny,5,0,suburbs
169,paper,2025-01-31 06:30:22,sunny,5,0,suburbs
170,metal,2025-01-31 17:58:14,sunny,5,0,suburbs
171,paper,2025-01-31 20:29:38,sunny,5,0,suburbs
172,organic,2025-01-31 19:25:37,sunny,5,0,suburbs
173,paper,2025-01-31 19:25:30,sunny,5,0,suburbs
174,organic,2025-01-31 15:34:35,sunny,5,0,suburbs
175,plastic,2025-01-31 18:35:43,sunny,5,0,suburbs
176,plastic,2025-01-31 13:43:45,sunny,5,0,suburbs
177,paper,2025-01-31 17:10:38,sunny,5,0,suburbs
178,plastic,2025-01-31 15:56:07,sunny,5,0,suburbs
179,paper,2025-01-31 16:16:13,sunny,5,0,suburbs
180,plastic,2025-02-01 02:34:01,stormy,3,0,suburbs
181,plastic,2025-02-01 19:12:22,stormy,3,0,suburbs
182,metal,2025-02-01 22:39:29,stormy,3,0,suburbs
183,paper,2025-02-02 20:04:13,snowy,3,0,suburbs
184,paper,2025-02-02 22:09:21,snowy,3,0,suburbs
185,paper,2025-02-03 06:25:15,rainy,8,0,suburbs
186,paper,2025-02-03 13:42:43,rainy,8,0,suburbs
187,plastic,2025-02-03 01:08:08,rainy,8,0,suburbs
188,paper,2025-02-03 11:06:56,rainy,8,0,suburbs
189,plastic,2025-02-03 08:54:38,rainy,8,0,suburbs
190,metal,2025-02-03 13:32:50,rainy,8,0,suburbs
191,plastic,2025-02-04 19:01:45,misty,7,0,suburbs
192,paper,2025-02-04 20:20:15,misty,7,0,suburbs
193,paper,2025-02-04 15:19:23,misty,7,0,suburbs
194,plastic,2025-02-04 16:24:42,misty,7,0,suburbs
195,plastic,2025-02-04 02:51:42,misty,7,0,suburbs
196,paper,2025-02-04 08:37:12,misty,7,0,suburbs
197,organic,2025-02-04 10:22:47,misty,7,0,suburbs
198,organic,2025-02-04 22:42:51,misty,7,0,suburbs
199,paper,2025-02-04 16:43:13,misty,7,0,suburbs
200,plastic,2025-02-05 18:03:25,cloudy,4,0,suburbs
201,paper,2025-02-05 20:22:38,cloudy,4,0,suburbs
202,paper,2025-02-05 06:36:24,cloudy,4,0,suburbs
203,plastic,2025-02-05 04:02:31,cloudy,4,0,suburbs
204,organic,2025-02-05 21:40:39,cloudy,4,0,suburbs
205,organic,2025-02-05 05:44:51,cloudy,4,0,suburbs
206,organic,2025-02-05 07:04:47,cloudy,4,0,suburbs
207,plastic,2025-02-05 07:59:46,cloudy,4,0,suburbs
208,plastic,2025-02-06 09:56:58,cloudy,4,0,suburbs
209,plastic,2025-02-06 12:45:55,cloudy,4,0,suburbs
210,plastic,2025-02-06 21:08:52,cloudy,4,0,suburbs
211,organic,2025-02-06 17:03:21,cloudy,4,0,suburbs
212,plastic,2025-02-06 07:23:11,cloudy,4,0,suburbs
213,organic,2025-02-06 01:16:19,cloudy,4,0,suburbs
214,plastic,2025-02-06 18:25:00,cloudy,4,0,suburbs
215,plastic,2025-02-06 04:51:38,cloudy,4,0,suburbs
216,plastic,2025-02-07 06:35:25,cloudy,4,0,suburbs
217,paper,2025-02-07 20:10:04,cloudy,4,0,suburbs
218,plastic,2025-02-07 21:51:27,cloudy,4,0,suburbs
219,paper,2025-02-07 03:48:28,cloudy,4,0,suburbs
220,organic,2025-02-07 17:44:46,cloudy,4,0,suburbs
221,metal,2025-02-07 18:28:58,cloudy,4,0,suburbs
222,plastic,2025-02-07 21:07:49,cloudy,4,0,suburbs
223,plastic,2025-02-07 07:05:12,cloudy,4,0,suburbs
224,plastic,2025-02-08 23:31:14,snowy,5,0,suburbs
225,organic,2025-02-08 04:59:29,snowy,5,0,suburbs
226,plastic,2025-02-09 08:16:50,rainy,2,0,suburbs
227,organic,2025-02-09 15:54:43,rainy,2,0,suburbs
228,glass,2025-02-09 21:29:04,rainy,2,0,suburbs
229,paper,2025-02-09 02:45:22,rainy,2,0,suburbs
230,organic,2025-02-09 09:54:44,rainy,2,0,suburbs
231,paper,2025-02-10 14:10:37,cloudy,8,0,suburbs
232,plastic,2025-02-10 16:28:14,cloudy,8,0,suburbs
233,plastic,2025-02-10 17:04:24,cloudy,8,0,suburbs
234,metal,2025-02-10 20:27:33,cloudy,8,0,suburbs
235,paper,2025-02-10 12:00:03,cloudy,8,0,suburbs
236,plastic,2025-02-10 09:46:24,cloudy,8,0,suburbs
237,plastic,2025-02-10 14:59:08,cloudy,8,0,suburbs
238,plastic,2025-02-10 21:54:21,cloudy,8,0,suburbs
239,organic,2025-02-10 18:22:55,cloudy,8,0,suburbs
240,organic,2025-02-10 17:15:23,cloudy,8,0,suburbs
241,paper,2025-02-10 15:59:25,cloudy,8,0,suburbs
242,organic,2025-02-11 01:19:59,cloudy,5,0,suburbs
243,plastic,2025-02-11 02:25:12,cloudy,5,0,suburbs
244,organic,2025-02-11 05:43:18,cloudy,5,0,suburbs
245,glass,2025-02-11 19:51:13,cloudy,5,0,suburbs
246,plastic,2025-02-11 22:13:07,cloudy,5,0,suburbs
247,plastic,2025-02-11 14:33:39,cloudy,5,0,suburbs
248,paper,2025-02-11 14:13:58,cloudy,5,0,suburbs
249,organic,2025-02-11 21:32:03,cloudy,5,0,suburbs
250,paper,2025-02-12 01:58:58,snowy,6,0,suburbs
251,plastic,2025-02-12 10:05:33,snowy,6,0,suburbs
252,organic,2025-02-12 13:22:56,snowy,6,0,suburbs
253,organic,2025-02-13 16:49:02,snowy,4,0,suburbs
254,metal,2025-02-14 21:56:15,rainy,6,0,suburbs
255,plastic,2025-02-14 17:25:07,rainy,6,0,suburbs
256,metal,2025-02-14 11:59:37,rainy,6,0,suburbs
257,plastic,2025-02-14 03:07:19,rainy,6,0,suburbs
258,organic,2025-02-14 10:59:59,rainy,6,0,suburbs
259,plastic,2025-02-14 19:21:44,rainy,6,0,suburbs
260,paper,2025-02-15 20:23:48,cloudy,3,0,suburbs
261,paper,2025-02-15 23:55:50,cloudy,3,0,suburbs
262,paper,2025-02-15 19:42:06,cloudy,3,0,suburbs
263,metal,2025-02-15 01:05:42,cloudy,3,0,suburbs
264,organic,2025-02-15 01:43:34,cloudy,3,0,suburbs
265,plastic,2025-02-15 17:28:28,cloudy,3,0,suburbs
266,paper,2025-02-15 10:07:19,cloudy,3,0,suburbs
267,paper,2025-02-15 16:10:06,cloudy,3,0,suburbs
268,plastic,2025-02-15 06:16:14,cloudy,3,0,suburbs
269,organic,2025-02-15 03:26:37,cloudy,3,0,suburbs
270,organic,2025-02-16 10:39:21,cloudy,4,0,suburbs
271,plastic,2025-02-16 07:36:39,cloudy,4,0,suburbs
272,paper,2025-02-16 19:54:53,cloudy,4,0,suburbs
273,plastic,2025-02-16 04:33:04,cloudy,4,0,suburbs
274,plastic,2025-02-16 09:37:00,cloudy,4,0,suburbs
275,metal,2025-02-16 09:52:23,cloudy,4,0,suburbs
276,paper,2025-02-16 08:11:12,cloudy,4,0,suburbs
277,plastic,2025-02-16 09:45:02,cloudy,4,0,suburbs
278,plastic,2025-02-16 17:36:18,cloudy,4,0,suburbs
279,plastic,2025-02-16 01:28:33,cloudy,4,0,suburbs
280,glass,2025-02-17 22:35:10,stormy,9,0,suburbs
281,glass,2025-02-17 00:42:17,stormy,9,0,suburbs
282,metal,2025-02-17 07:49:12,stormy,9,0,suburbs
283,organic,2025-02-17 07:45:03,stormy,9,0,suburbs
284,paper,2025-02-18 03:04:03,snowy,6,0,suburbs
285,organic,2025-02-18 20:04:29,snowy,6,0,suburbs
286,paper,2025-02-18 12:56:26,snowy,6,0,suburbs
287,metal,2025-02-19 02:10:28,rainy,4,0,suburbs
288,plastic,2025-02-19 15:22:59,rainy,4,0,suburbs
289,paper,2025-02-19 05:44:05,rainy,4,0,suburbs
290,metal,2025-02-20 08:24:03,stormy,4,0,suburbs
291,plastic,2025-02-21 19:42:39,stormy,8,0,suburbs
292,plastic,2025-02-21 07:01:27,stormy,8,0,suburbs
293,plastic,2025-02-21 04:48:32,stormy,8,0,suburbs
294,organic,2025-02-21 00:14:56,stormy,8,0,suburbs
295,plastic,2025-02-22 10:52:05,rainy,5,0,suburbs
296,plastic,2025-02-22 11:24:22,rainy,5,0,suburbs
297,plastic,2025-02-22 10:48:08,rainy,5,0,suburbs
298,glass,2025-02-22 01:49:06,rainy,5,0,suburbs
299,plastic,2025-02-22 19:04:41,rainy,5,0,suburbs
300,plastic,2025-02-23 00:22:24,rainy,9,0,suburbs
301,plastic,2025-02-23 04:53:41,rainy,9,0,suburbs
302,paper,2025-02-23 01:59:33,rainy,9,0,suburbs
303,organic,2025-02-23 10:24:56,rainy,9,0,suburbs
304,paper,2025-02-23 12:33:07,rainy,9,0,suburbs
305,organic,2025-02-23 10:34:39,rainy,9,0,suburbs
306,paper,2025-02-23 12:39:24,rainy,9,0,suburbs
307,plastic,2025-02-24 08:02:51,stormy,4,1,suburbs
308,organic,2025-02-24 17:11:32,stormy,4,1,suburbs
309,plastic,2025-02-24 15:42:01,stormy,4,1,suburbs
310,paper,2025-02-24 23:16:47,stormy,4,1,suburbs
311,paper,2025-02-24 07:29:05,stormy,4,1,suburbs
312,plastic,2025-02-25 12:27:40,stormy,7,1,suburbs
313,organic,2025-02-25 19:04:00,stormy,7,1,suburbs
314,plastic,2025-02-25 22:42:13,stormy,7,1,suburbs
315,organic,2025-02-25 08:17:08,stormy,7,1,suburbs
316,plastic,2025-02-25 04:47:37,stormy,7,1,suburbs
317,plastic,2025-02-25 02:40:21,stormy,7,1,suburbs
318,plastic,2025-02-25 21:14:41,stormy,7,1,suburbs
319,plastic,2025-02-26 19:33:50,cloudy,2,1,suburbs
320,plastic,2025-02-26 00:31:46,cloudy,2,1,suburbs
321,plastic,2025-02-26 01:52:02,cloudy,2,1,suburbs
322,glass,2025-02-26 03:15:29,cloudy,2,1,suburbs
323,plastic,2025-02-26 13:35:22,cloudy,2,1,suburbs
324,organic,2025-02-26 12:59:29,cloudy,2,1,suburbs
325,paper,2025-02-26 05:24:07,cloudy,2,1,suburbs
326,metal,2025-02-26 05:21:40,cloudy,2,1,suburbs
327,paper,2025-02-26 11:14:57,cloudy,2,1,suburbs
328,organic,2025-02-26 21:23:01,cloudy,2,1,suburbs
329,plastic,2025-02-26 05:15:50,cloudy,2,1,suburbs
330,organic,2025-02-26 06:55:30,cloudy,2,1,suburbs
331,organic,2025-02-27 10:03:52,cloudy,5,0,suburbs
332,plastic,2025-02-27 21:18:30,cloudy,5,0,suburbs
333,paper,2025-02-27 00:36:57,cloudy,5,0,suburbs
334,plastic,2025-02-27 23:14:57,cloudy,5,0,suburbs
335,organic,2025-02-27 17:55:50,cloudy,5,0,suburbs
336,plastic,2025-02-27 20:48:32,cloudy,5,0,suburbs
337,paper,2025-02-27 15:09:32,cloudy,5,0,suburbs
338,paper,2025-02-27 17:58:08,cloudy,5,0,suburbs
339,metal,2025-02-28 06:53:30,cloudy,5,0,suburbs
340,organic,2025-02-28 01:34:29,cloudy,5,0,suburbs
341,organic,2025-02-28 05:55:22,cloudy,5,0,suburbs
342,organic,2025-02-28 22:29:47,cloudy,5,0,suburbs
343,plastic,2025-02-28 21:50:29,cloudy,5,0,suburbs
344,metal,2025-02-28 11:12:04,cloudy,5,0,suburbs
345,metal,2025-02-28 20:42:59,cloudy,5,0,suburbs
346,paper,2025-02-28 13:28:18,cloudy,5,0,suburbs
347,paper,2025-03-01 00:34:00,sunny,6,0,suburbs
348,plastic,2025-03-01 14:33:44,sunny,6,0,suburbs
349,metal,2025-03-01 03:24:22,sunny,6,0,suburbs
350,plastic,2025-03-01 05:17:25,sunny,6,0,suburbs
351,plastic,2025-03-01 08:52:22,sunny,6,0,suburbs
352,paper,2025-03-01 02:02:02,sunny,6,0,suburbs
353,plastic,2025-03-01 11:08:36,sunny,6,0,suburbs
354,organic,2025-03-01 21:07:19,sunny,6,0,suburbs
355,organic,2025-03-01 05:54:54,sunny,6,0,suburbs
356,plastic,2025-03-01 11:54:35,sunny,6,0,suburbs
357,glass,2025-03-01 10:23:55,sunny,6,0,suburbs
358,organic,2025-03-01 16:32:42,sunny,6,0,suburbs
359,plastic,2025-03-01 22:31:53,sunny,6,0,suburbs
360,paper,2025-03-01 08:51:51,sunny,6,0,suburbs
361,plastic,2025-03-01 22:35:19,sunny,6,0,suburbs
362,organic,2025-03-01 16:41:19,sunny,6,0,suburbs
363,organic,2025-03-01 04:28:54,sunny,6,0,suburbs
364,plastic,2025-03-02 14:11:24,rainy,4,0,suburbs
365,metal,2025-03-02 12:52:33,rainy,4,0,suburbs
366,organic,2025-03-02 19:06:59,rainy,4,0,suburbs
367,paper,2025-03-02 19:55:05,rainy,4,0,suburbs
368,paper,2025-03-02 09:01:12,rainy,4,0,suburbs
369,paper,2025-03-03 19:29:22,sunny,11,0,suburbs
370,organic,2025-03-03 19:35:30,sunny,11,0,suburbs
371,plastic,2025-03-03 19:59:30,sunny,11,0,suburbs
372,organic,2025-03-03 23:39:54,sunny,11,0,suburbs
373,plastic,2025-03-03 00:28:19,sunny,11,0,suburbs
374,organic,2025-03-03 03:09:28,sunny,11,0,suburbs
375,glass,2025-03-03 10:06:50,sunny,11,0,suburbs
376,paper,2025-03-03 17:21:08,sunny,11,0,suburbs
377,plastic,2025-03-03 21:02:33,sunny,11,0,suburbs
378,organic,2025-03-03 09:14:05,sunny,11,0,suburbs
379,plastic,2025-03-03 07:24:54,sunny,11,0,suburbs
380,plastic,2025-03-03 22:14:48,sunny,11,0,suburbs
381,paper,2025-03-03 01:49:45,sunny,11,0,suburbs
382,plastic,2025-03-03 09:37:34,sunny,11,0,suburbs
383,plastic,2025-03-03 21:15:59,sunny,11,0,suburbs
384,paper,2025-03-04 00:53:47,rainy,12,0,suburbs
385,plastic,2025-03-04 14:15:02,rainy,12,0,suburbs
386,organic,2025-03-04 09:43:39,rainy,12,0,suburbs
387,organic,2025-03-04 22:52:06,rainy,12,0,suburbs
388,paper,2025-03-04 16:08:56,rainy,12,0,suburbs
389,plastic,2025-03-04 04:19:45,rainy,12,0,suburbs
390,metal,2025-03-05 15:43:09,cloudy,6,0,suburbs
391,paper,2025-03-05 10:18:39,cloudy,6,0,suburbs
392,organic,2025-03-05 09:12:57,cloudy,6,0,suburbs
393,organic,2025-03-05 17:32:49,cloudy,6,0,suburbs
394,glass,2025-03-05 13:05:55,cloudy,6,0,suburbs
395,plastic,2025-03-05 07:19:10,cloudy,6,0,suburbs
396,metal,2025-03-05 15:09:38,cloudy,6,0,suburbs
397,organic,2025-03-05 09:27:28,cloudy,6,0,suburbs
398,paper,2025-03-05 22:06:56,cloudy,6,0,suburbs
399,metal,2025-03-05 21:51:37,cloudy,6,0,suburbs
400,paper,2025-03-05 20:43:13,cloudy,6,0,suburbs
401,paper,2025-03-06 01:17:55,cloudy,9,0,suburbs
402,plastic,2025-03-06 16:57:27,cloudy,9,0,suburbs
403,plastic,2025-03-06 21:37:22,cloudy,9,0,suburbs
404,organic,2025-03-06 17:05:44,cloudy,9,0,suburbs
405,paper,2025-03-06 04:30:07,cloudy,9,0,suburbs
406,plastic,2025-03-06 12:12:20,cloudy,9,0,suburbs
407,plastic,2025-03-06 12:48:20,cloudy,9,0,suburbs
408,organic,2025-03-06 02:30:48,cloudy,9,0,suburbs
409,plastic,2025-03-06 00:58:57,cloudy,9,0,suburbs
410,metal,2025-03-06 18:26:53,cloudy,9,0,suburbs
411,organic,2025-03-06 11:27:04,cloudy,9,0,suburbs
412,plastic,2025-03-07 17:14:29,sunny,3,0,suburbs
413,paper,2025-03-07 21:37:58,sunny,3,0,suburbs
414,plastic,2025-03-07 04:26:09,sunny,3,0,suburbs
415,paper,2025-03-07 06:25:29,sunny,3,0,suburbs
416,plastic,2025-03-07 02:10:20,sunny,3,0,suburbs
417,paper,2025-03-07 09:16:37,sunny,3,0,suburbs
418,organic,2025-03-07 07:00:53,sunny,3,0,suburbs
419,paper,2025-03-07 17:35:13,sunny,3,0,suburbs
420,metal,2025-03-07 04:16:23,sunny,3,0,suburbs
421,plastic,2025-03-07 19:49:27,sunny,3,0,suburbs
422,metal,2025-03-07 06:35:39,sunny,3,0,suburbs
423,metal,2025-03-07 03:43:27,sunny,3,0,suburbs
424,plastic,2025-03-08 12:26:26,rainy,12,0,suburbs
425,paper,2025-03-08 19:55:49,rainy,12,0,suburbs
426,plastic,2025-03-08 16:09:49,rainy,12,0,suburbs
427,paper,2025-03-08 07:14:57,rainy,12,0,suburbs
428,organic,2025-03-08 09:57:05,rainy,12,0,suburbs
429,glass,2025-03-08 23:20:54,rainy,12,0,suburbs
430,glass,2025-03-08 04:42:30,rainy,12,0,suburbs
431,plastic,2025-03-09 12:28:14,sunny,8,0,suburbs
432,organic,2025-03-09 15:00:42,sunny,8,0,suburbs
433,paper,2025-03-09 22:08:55,sunny,8,0,suburbs
434,paper,2025-03-09 07:07:40,sunny,8,0,suburbs
435,plastic,2025-03-09 20:25:36,sunny,8,0,suburbs
436,plastic,2025-03-09 19:08:56,sunny,8,0,suburbs
437,plastic,2025-03-09 21:39:20,sunny,8,0,suburbs
438,glass,2025-03-09 01:48:58,sunny,8,0,suburbs
